Time,LC,LA,LS,LX,Ri
296.40000000000003,53.82799281124804,23.80961601092257,30.008414776181844,0.009962024143622017,43.901946795750796
296.5,53.82212032873787,23.803755182589907,30.008407565438787,0.009957580709173186,43.89633898803251
296.6,53.816253532783286,23.797900025515613,30.008400365899586,0.009953141368086449,43.89073661057481
296.7,53.81039241846509,23.792050534807416,30.008393177542562,0.009948706115114447,43.88513965868021
296.8,53.80453698086919,23.786206705578,30.008386000346114,0.009944274945073772,43.879548127656086
296.90000000000003,53.798687215086495,23.78036853294519,30.008378834288628,0.009939847852677985,43.873962012814616
297.0,53.79284311621308,23.774536012031742,30.008371679348585,0.009935424832750783,43.86838130947288
297.1,53.78700467935003,23.768709137965487,30.00836453550449,0.00993100588004836,43.862806012952774
297.2,53.781171899603535,23.76288790587914,30.00835740273496,0.009926590989437045,43.857236118581056
297.3,53.77534477208478,23.75707231091056,30.008350281018558,0.009922180155662375,43.85167162168922
297.40000000000003,53.76952329191004,23.75126234820253,30.00834317033396,0.009917773373551597,43.8461125176137
297.5,53.76370745420063,23.74545801290277,30.0083360706599,0.009913370637956831,43.84055880169566
297.6,53.75789725408286,23.739659300164035,30.008328981975133,0.009908971943694667,43.83501046928109
297.7,53.75209268668811,23.733866205144047,30.00832190425846,0.009904577285603011,43.82946751572078
297.8,53.74629374715274,23.728078723005456,30.008314837488754,0.00990018665853043,43.823929936370305
297.90000000000003,53.74050043061815,23.722296848915853,30.008307781644934,0.009895800057361015,43.81839772659006
298.0,53.734712732230705,23.716520578047824,30.008300736705944,0.009891417476936226,43.81287088174513
298.1,53.72893064714179,23.710749905578876,30.008293702650786,0.009887038912125945,43.807349397205456
298.2,53.723154170507776,23.704984826691422,30.00828667945853,0.009882664357824922,43.80183326834571
298.3,53.717383297490024,23.699225336572848,30.00827966710826,0.009878293808917249,43.79632249054533
298.40000000000003,53.71161802325486,23.693471430415393,30.00827266557915,0.00987392726031544,43.790817059188484
298.5,53.70585834297355,23.68772310341625,30.00826567485038,0.0098695647069178,43.78531696966409
298.6,53.70010425182236,23.681980350777547,30.008258694901194,0.009865206143619076,43.77982221736581
298.7,53.6943557449825,23.67624316770623,30.0082517257109,0.009860851565374418,43.77433279769205
298.8,53.68861281764011,23.6705115494142,30.008244767258823,0.009856500967089232,43.76884870604589
298.90000000000003,53.68287546498629,23.664785491118216,30.00823781952436,0.009852154343711561,43.76336993783518
299.0,53.67714368221705,23.65906498803996,30.00823088248692,0.009847811690168129,43.75789648847247
299.1,53.67141746453336,23.653350035405925,30.008223956126013,0.00984347300142474,43.75242835337499
299.2,53.665696807141096,23.64764062844743,30.008217040421187,0.009839138272479175,43.746965527964704
299.3,53.659981705251,23.641936762400782,30.008210135351973,0.009834807498243947,43.74150800766821
299.40000000000003,53.654272154078775,23.636238432507014,30.008203240898027,0.009830480673734598,43.73605578791684
299.5,53.648568148844994,23.630545634012066,30.008196357039004,0.00982615779392404,43.73060886414657
299.6,53.64286968477512,23.62485836216676,30.008189483754602,0.009821838853760312,43.72516723179805
299.7,53.63717675709956,23.61917661222665,30.00818262102461,0.00981752384830159,43.719730886316675
299.8,53.631489361053525,23.613500379452155,30.008175768828835,0.009813212772534996,43.71429982315239
299.90000000000003,53.625807491877126,23.607829659108507,30.00816892714714,0.009808905621479624,43.70887403775983
300.0,53.62013114481534,23.602164446465828,30.008162095959396,0.009804602390115491,43.703453525598306
300.1,53.61446031511803,23.596504736798916,30.0081552752456,0.009800303073514982,43.69803828213175
300.2,53.60879499803988,23.590850525387477,30.008148464985723,0.009796007666682982,43.69262830282873
300.3,53.603135188840454,23.585201807515958,30.008141665159833,0.009791716164663455,43.68722358316246
300.40000000000003,53.59748088278414,23.57955857847371,30.008134875747977,0.009787428562454181,43.68182411861075
300.5,53.591832075140225,23.573920833554652,30.008128096730395,0.009783144855177284,43.676429904656125
300.6,53.58618876118276,23.5682885680578,30.008121328087203,0.009778865037759488,43.67104093678562
300.7,53.580550936190754,23.562661777656395,30.008114569629328,0.009774588905031578,43.665657210491034
300.8,53.57491859564815,23.557040460332534,30.008107820203843,0.009770315111772732,43.66027872145985
300.90000000000003,53.5692917363832,23.55142461007125,30.00810108110597,0.009766045205978457,43.654905466663244
301.0,53.5636703536765,23.545814222172993,30.008094352318192,0.009761779185314623,43.649537441594546
301.1,53.55805444281088,23.540209291945057,30.008087633820896,0.009757517044924668,43.64417464174918
301.2,53.55244399907391,23.534609814699458,30.008080925594506,0.009753258779944929,43.63881706262712
301.3,53.54683901775793,23.529015785752936,30.00807422761949,0.009749004385508186,43.633464699732876
301.40000000000003,53.54123949416006,23.52342720042672,30.008067539876443,0.009744753856896438,43.6281175485755
301.5,53.535645423582,23.517844054047092,30.008060862345808,0.009740507189096803,43.62277560466848
301.6,53.53005680133038,23.512266341944798,30.00805419500823,0.0097362643773522,43.617438863529976
301.7,53.5244736227165,23.506694059455235,30.00804753784439,0.009732025416873569,43.61210732068259
301.8,53.518895883056324,23.501127201918514,30.008040890834998,0.009727790302811457,43.60678097165341
301.90000000000003,53.51332357767058,23.495565764679522,30.008034253960687,0.009723559030373252,43.60145981197406
302.0,53.5077567018847,23.49000974308761,30.008027627202317,0.00971933159477345,43.59614383718064
302.1,53.50219525102879,23.48445913249698,30.008021010540645,0.009715107991162597,43.59083304281376
302.2,53.49663922043771,23.47891392826636,30.00801440395656,0.009710888214787161,43.585527424418515
302.3,53.49108860545098,23.47337412575909,30.008007807431007,0.009706672260886506,43.5802269775445
302.40000000000003,53.485543401412805,23.46783967892284,30.00800124020799,0.009702482281976899,43.574931697745726
302.5,53.4800035815276,23.462310645172835,30.0079946631008,0.009698273253963663,43.5696415594343
302.6,53.47446916400376,23.456787000019407,30.007988095975705,0.009694068008645473,43.564356579997984
302.7,53.468940144224774,23.451268738799918,30.007981538845478,0.009689866579378759,43.559076755028315
302.8,53.46341651754071,23.44575585688818,30.007974991691178,0.009685668961349592,43.553802080084935
302.90000000000003,53.45789827930634,23.440248349663058,30.007968454493774,0.009681475149509566,43.548532550731984
303.0,53.45238542488143,23.434746212507704,30.00796192723445,0.00967728513927213,43.54326816253836
303.1,53.44687794963021,23.429249440809997,30.0079554098944,0.009673098925816248,43.538008911077235
303.2,53.44137584892169,23.423758029962812,30.007948902454615,0.009668916504260494,43.53275479192632
303.3,53.43587911812964,23.418271975363275,30.00794240489651,0.00966473786985489,43.52750580066793
303.40000000000003,53.43038775263253,23.412791272413482,30.007935917201223,0.009660563017821033,43.52226193288879
303.5,53.4249017478135,23.407315916520126,30.007929439350065,0.009656391943309472,43.51702318418015
303.6,53.419421099060486,23.40184590309402,30.007922971324614,0.009652224641850893,43.51178955013779
303.7,53.413945801765806,23.396381227551878,30.007916513105837,0.009648061108091355,43.506561026361716
303.8,53.40847585132705,23.390921885313663,30.00791006467552,0.009643901337863525,43.501337608456936
303.90000000000003,53.40301124314589,23.385467871804707,30.00790362601501,0.009639745326172289,43.49611929203238
304.0,53.39755197262893,23.380019182454816,30.007897197105837,0.009635593068278325,43.490906072701684
304.1,53.392098035187445,23.374575812698282,30.007890777929614,0.009631444559548896,43.48569794608293
304.2,53.386649426237256,23.369137757974478,30.007884368467753,0.009627299795024413,43.480494907798544
304.3,53.381206141199065,23.363705013726708,30.007877968702118,0.009623158770239115,43.47529695347563
304.40000000000003,53.37576817549799,23.358277575403637,30.00787157861416,0.009619021480190781,43.470104078745486
304.5,53.370335524564055,23.35285543845791,30.00786519818574,0.009614887920402992,43.46491627924412
304.6,53.3649081838317,23.34743859834696,30.00785882739863,0.00961075808611156,43.45973355061173
304.7,53.35948614874007,23.34202705053294,30.007852466234535,0.009606631972591373,43.45455588849302
304.8,53.35406941473295,23.3366207904825,30.007846114675342,0.009602509575106666,43.449383288537135
304.90000000000003,53.348657977258796,23.33121981366681,30.007839772702916,0.009598390889070885,43.444215746397674
305.0,53.343251831770594,23.32582411556165,30.007833440299205,0.009594275909737604,43.439053257732546
305.1,53.337850973726006,23.320433691647494,30.00782711744611,0.009590164632403031,43.43389581820414
305.2,53.33245539858732,23.31504853740928,30.00782080412563,0.00958605705241311,43.42874342347927
305.3,53.32706510182143,23.309668648336498,30.007814500319824,0.009581953165110235,43.42359606922913
305.40000000000003,53.321680078899824,23.30429401992304,30.007808206010846,0.009577852965936273,43.418453751129306
305.5,53.31630032529847,23.298924647667793,30.00780192118064,0.009573756450038218,43.413316464859676
305.6,53.31092583649814,23.29356052707376,30.007795645811477,0.009569663612907675,43.40818420610469
305.7,53.30555660798406,23.288201653648777,30.00778937988547,0.00956557444981243,43.40305697055305
305.8,53.3001926352461,23.282848022904837,30.007783123384975,0.009561488956286723,43.39793475389791
305.90000000000003,53.29483391377857,23.277499630358914,30.007776876292144,0.00955740712750952,43.39281755183665
306.0,53.28948043908052,23.272156471532174,30.007770638589356,0.009553328958990193,43.38770536007118
306.1,53.28413220665544,23.26681854195043,30.007764410258943,0.009549254446071131,43.382598174307645
306.2,53.27878921201143,23.261485837143955,30.007758191283322,0.009545183584155126,43.377495990256605
306.3,53.27345145066113,23.256158352647777,30.007751981644805,0.009541116368545488,43.372398803632926
306.40000000000003,53.2681189181218,23.250836084001204,30.007745781325912,0.009537052794684087,43.367306610155936
306.5,53.26279160991523,23.2455190267478,30.007739590309278,0.009532992858154898,43.36221940554923
306.6,53.25746952156757,23.240207176436233,30.007733408577238,0.009528936554101364,43.35713718554062
306.7,53.25215264860976,23.234900528619107,30.007727236112512,0.009524883878139434,43.352059945862464
306.8,53.24684098657708,23.229599078853898,30.007721072897624,0.009520834825554658,43.34698768225125
306.90000000000003,53.24153453100948,23.224302822702285,30.007714918915305,0.00951678939188838,43.34192039044797
307.0,53.236233277451305,23.21901175573044,30.00770877414827,0.00951274757259668,43.33685806619776
307.1,53.23093722145141,23.21372587350924,30.007702638579158,0.009508709363014844,43.33180070525012
307.20000000000005,53.22564635856327,23.208445171613835,30.007696512190787,0.009504674758645137,43.3267483033589
