Time,LC,LA,LS,LX,Ri
0.0,133.87086340000002,103.8708634,30.0,1.4210854715202004e-14,120.33725787653938
0.1,135.06352510923108,105.06329428887273,30.00000171673409,0.0002291036242638711,121.47616591530269
0.2,135.36215262593063,105.36124330918342,30.000025766452158,0.0008835502950539365,121.76133418785864
0.3,135.49783295637698,105.49579308757298,30.000121924021478,0.0019179447825266038,121.89089935948391
0.4,135.575197036563,105.57154537919611,30.00036000329634,0.003291654070547878,121.96477661416009
0.5,135.62432171986978,105.61853196695189,30.000821446327013,0.004968306590878768,122.01168723121668
0.6000000000000001,135.6569600243183,105.64845156848723,30.001593111717046,0.006915344114016619,122.04285451613939
0.7000000000000001,135.6785843931219,105.66671801847899,30.002762753888017,0.009103620754888908,122.0635042672574
0.8,135.69204433629827,105.67612149672632,30.004415795436834,0.011507044135107947,122.07635756619894
0.9,135.6989399983804,105.67820466006785,30.00663308404706,0.014102254265502268,122.08294243843653
1.0,135.70021825990926,105.6738605284527,30.009489395275935,0.016868336180621668,122.08416308828183
1.1,135.6964601505505,105.66362109088261,30.013052496893298,0.019786562774594785,122.08057435819507
1.2000000000000002,135.6880309524733,105.6478081551777,30.017382632634302,0.02284016466129657,122.07252506695332
1.3,135.67516363766893,105.62661719751539,30.022532315936505,0.026014124217038415,122.06023768642072
1.4,135.65800760685534,105.60016626601264,30.028546349579436,0.029294991263263626,122.0438548837738
1.5,135.63665831951874,105.56852559462139,30.035462006784435,0.032670718112917996,122.02346781610714
1.6,135.6111758987152,105.53173606220142,30.043309324567304,0.03613051194648165,121.99913389671016
1.7000000000000002,135.58159712254948,105.48982094793789,30.052111471920124,0.039664702691471376,121.97088824608585
1.8,135.5479433169859,105.44279352756932,30.061885164621472,0.04326462479511406,121.93875122903009
1.9,135.51022563738218,105.39066202066674,30.072641105336928,0.046922511378511444,121.90273349812475
2.0,135.46844864714842,105.33343281400958,30.084384433584656,0.050631399554180945,121.86283941110551
2.1,135.42261276380515,105.27111254429994,30.09711517385093,0.054385045654278485,121.81906936667514
2.2,135.3727159392914,105.20370941611613,30.110828673803546,0.05817784937172377,121.77142140907941
2.3000000000000003,135.31875481544444,105.13123401870412,30.125516014356784,0.06200478238353213,121.71989233150919
2.4000000000000004,135.26072551930613,105.05369970268859,30.141164472435232,0.06586134418231282,121.66447843556188
2.5,135.19862418773164,104.97112243782419,30.15775817225811,0.06974357764933714,121.60517603220583
2.6,135.13244724345,104.88352306093856,30.175276638815625,0.07364754369582016,121.54198170539902
2.7,135.06219202159073,104.79092284542352,30.19369890114614,0.0775702750210705,121.47489291037749
